symbol,expiry,strike,stock_price,call_bid,call_ask,call_volume,call_open_interest,call_bid_iv,call_ask_iv,call_mid_iv,call_model_iv,call_delta,call_gamma,call_vega,call_theta,put_bid,put_ask,put_volume,put_open_interest,put_bid_iv,put_ask_iv,put_mid_iv,put_model_iv,put_delta,put_gamma,put_vega,put_theta
IREN,20260320,46.0,45.6135,4.65,5.0,967.0,0.0,1.0474583903224066,1.1245385139421504,1.0859984521322785,1.0674405751834344,0.5447318903174986,0.03248557259433025,0.04543221588125679,-0.10814295987234068,4.9,5.2,9.0,737.0,1.0342871551461315,1.1003302123630823,1.0673086837546069,1.0674405751834344,-0.45616792308730886,0.032589586050074185,0.04543491838024849,-0.10359797288166384
IREN,20260327,46.0,45.6135,5.1,5.55,23.0,0.0,1.0017569261739123,1.0887925919898371,1.0452747590818747,1.0498941501575265,0.5531651763782406,0.028868769377401737,0.05170799669994608,-0.09298669440787499,5.25,5.85,3.0,37.0,0.9770070662167325,1.0930208590802557,1.035013962648494,1.0498941501575265,-0.44792101831071934,0.02898331300044146,0.05171149250369478,-0.08846888443597489
IREN,20260327,45.0,45.6135,5.5,6.1,61.0,0.0,0.9719481065990991,1.1089310986131113,1.0404396026061051,1.0553491189637512,0.5819953169225421,0.028331891170556237,0.05109625213191826,-0.09246861469977308,4.85,5.25,22.0,264.0,1.0052801497972534,1.0835442510517115,1.0444122004244825,1.0553491189637512,-0.4191009702644247,0.028443415969797603,0.05110503351579343,-0.08799548949721103
IREN,20260821,46.0,45.6135,12.3,13.0,0.0,0.0,0.9752145526877658,1.093595421810115,1.0344049872489403,1.0239306223870763,0.6449253403299128,0.01144481876000276,0.11838775619524,-0.0360547420390418,11.6,13.1,0.0,62.0,,,,1.0239306223870763,-0.3588683273527293,0.01166125125400348,0.1186106922451664,-0.03187122978697765
IREN,20260821,45.0,45.6135,12.6,14.0,0.0,0.0,,,,1.0262420030708397,0.6565355668237541,0.01128385289952876,0.11696130091529078,-0.03573269208599328,11.3,12.4,0.0,51.0,,,,1.0262420030708397,-0.34698268638429086,0.011486780865120413,0.11721428712673188,-0.03162618709550635
IREN,20260918,45.0,45.6135,14.15,14.55,38.0,0.0,,,,1.0314447604718997,0.6673367961834688,0.010301093865034106,0.1242960754082123,-0.033024447462256745,12.45,12.9,2.0,265.0,,,,1.0314447604718997,-0.33663685747721783,0.010516812474724462,0.12461889749548405,-0.02899495045067546
STX,20260320,425.0,425.89,31.1,33.5,6.0,,0.7128655628802453,0.7600740224492595,0.7364697926647523,0.7320003773477654,0.5450734012038321,0.005087076272827444,0.42369365518746704,-0.6991787498221953,29.4,31.1,2.0,0.0,0.7079862269380145,0.7717204351286332,0.7398533310333238,0.7320003773477654,-0.45619661873606543,0.005110156705608601,0.42369373264978805,-0.656934075087328
STX,20260320,427.5,425.89,29.6,32.0,5.0,0.0,,,,0.7304289063561956,0.5324236492512909,0.005106894672647277,0.4251209786920924,-0.6995492153112259,30.7,33.4,0.0,0.0,0.7059509979124068,0.7694746303309998,0.7377128141217033,0.7304289063561956,-0.4689078085735725,0.005130281530201525,0.42509465676982927,-0.6572192950777769
STX,20260327,425.0,425.89,34.5,37.7,30.0,0.0,,,,0.7227944098225657,0.5501630047900216,0.004527800959255987,0.48189439049219374,-0.6114458619363461,33.5,36.8,0.0,2.0,,,,0.7227944098225657,-0.4522503849620909,0.004520060752480888,0.4826510536276061,-0.5578972571918186
STX,20260327,430.0,425.89,32.0,35.3,0.0,0.0,0.6893690347414442,0.757350903515373,0.7233599691284086,0.7206319347879607,0.5276772791079196,0.004549377807208316,0.48555394674967545,-0.6191693216545744,36.2,39.0,0.0,14.0,0.7001461620205,0.7577922524418359,0.728969207231168,0.7206319347879607,-0.47462250527531014,0.004539991086953395,0.4858991864422393,-0.5585655401617373
STX,20260918,430.0,425.5043640136719,91.4,93.9,0.0,0.0,0.7149087111586919,0.7354019637955955,0.7251553374771438,0.7280612016466466,0.6146976817736425,0.0016493760282230477,1.2193036258179148,-0.23462465821617684,88.3,91.6,0.0,18.0,0.7148850683170358,0.7419086449202853,0.7283968566186605,0.7280612016466466,-0.39101133945580463,0.0016920785242773744,1.2210363133751514,-0.19541881922054927
JNJ,20260320,245.0,245.14930725097656,5.35,5.9,28.0,0.0,0.20214794910722364,0.22461800797415418,0.2133829785406889,0.2161318602839849,0.5324223151975567,0.03001148843530779,0.24479778373831085,-0.12897943714807436,4.4,5.1,16.0,45.0,0.1925279026041654,0.2211575241460857,0.20684271337512555,0.2161318602839849,-0.4729170718553014,0.030558355204501807,0.24456317634049807,-0.10479804985969743
JNJ,20260320,247.5,245.14930725097656,4.2,4.5,7.0,0.0,0.20346265461083632,0.21554752760491236,0.20950509110787435,0.21196158865414352,0.45664992317270037,0.030493266909699532,0.2481202191236136,-0.12645706336800178,5.8,6.45,24.0,49.0,0.19553702776747311,0.22190470107185883,0.20872086441966597,0.21196158865414352,-0.5501599745780257,0.031177811693973805,0.24660859066265317,-0.10220756909336348
JNJ,20260327,245.0,245.14930725097656,6.1,6.9,13.0,0.0,0.20060767372554789,0.22926806256022,0.21493786814288396,0.21733061092447384,0.5353810086554669,0.026144049192201976,0.27917255707708755,-0.11487618113634479,5.15,5.75,6.0,5.0,0.19822220991242967,0.21974662207007303,0.20898441599125134,0.21733061092447384,-0.4707236767758406,0.026708259137672802,0.2788298659579542,-0.09082059289025501
JNJ,20260327,250.0,245.14930725097656,3.75,4.2,1.0,0.0,0.1952723269644775,0.21157084404904136,0.20342158550675943,0.21071198869243282,0.40385233953844674,0.026168158259752366,0.2755751961706512,-0.10736241735566665,7.65,8.9,0.0,1.0,0.18630001763100928,0.2321464244854165,0.2092232210582129,0.21071198869243282,-0.606125839684133,0.0269971987032247,0.2728094152235947,-0.08344095849720645
JNJ,20260918,250.0,245.09,14.3,15.6,1.0,0.0,0.21035984401260435,0.22816721365538642,0.21926352883399539,0.2184493788532985,0.513260862821101,0.010139870493088258,0.7295543150953812,-0.04990862079217884,17.35,17.95,1.0,23.0,0.21063808629814387,0.22234233700910408,0.21649021165362398,0.2184493788532985,-0.502887253238398,0.010481850496316964,0.7262588262763678,-0.025330724016583872
CSCO,20260320,78.0,78.51,2.2,2.42,17.0,0.0,0.2327896849565249,0.2623199531434693,0.2475548190499971,0.24665698392574434,0.5691959483074197,0.08079965976719214,0.0778955822777796,-0.046520566281076814,1.56,1.69,18.0,128.0,0.238747394873018,0.2541553329658561,0.24645136391943703,0.24665698392574434,-0.43677562846738416,0.08250919605417552,0.07789298180501114,-0.03847984528179382
CSCO,20260320,79.0,78.51,1.71,1.81,49.0,0.0,0.2331259899616545,0.24830752085962454,0.24071675541063953,0.2398093954644101,0.4850690020468727,0.08434138159194293,0.0790324944054206,-0.045308380934293124,2.01,2.1,4.0,81.0,0.23236912520233402,0.24378424038636357,0.2380766827943488,0.2398093954644101,-0.5184903287753101,0.08582174418846128,0.07884435739878182,-0.037573779354743486
CSCO,20260327,78.0,78.51,2.38,2.72,32.0,0.0,0.2217786602259368,0.26006704997288405,0.24092285509941042,0.2475917758287301,0.565119148714417,0.0706800482044959,0.08884298980890559,-0.04128483408657235,1.87,2.09,24.0,8.0,0.24439306623474216,0.2702810876944892,0.2573370769646157,0.2475917758287301,-0.4365622568533548,0.07174118646322258,0.08883307437413746,-0.03355049551028433
CSCO,20260327,79.0,78.51,2.05,2.18,64.0,0.0,0.2400314405175263,0.24668818430737302,0.24335981241244967,0.24216666915809007,0.49407022621024643,0.07316282892681043,0.09012453180565316,-0.0404902853565674,2.28,2.43,48.0,58.0,0.23761714014518456,0.2520772960709487,0.24484721810806664,0.24216666915809007,-0.5097299160267438,0.07465072677671544,0.08990255530565738,-0.03278472786969022
CSCO,20260717,77.5,78.51,5.8,6.6,1.0,0.0,0.2581357581243926,0.3006308722143844,0.2793833151693885,0.2722783657916631,0.5866263215603004,0.029916968578363675,0.1882543549307849,-0.02209713137100522,4.5,4.65,3.0,1799.0,0.26859861168027205,0.2765032076869347,0.2725509096836034,0.2722783657916631,-0.42646259179426027,0.03011574711424101,0.1897714171427891,-0.014474166148579215
SHOP,20260320,120.0,120.5,7.65,8.0,157.0,0.0,,,,0.6036430933867366,0.5487058480346042,0.021697397258465072,0.11992997017816798,-0.1646087930867779,6.6,7.45,32.0,2847.0,,,,0.6036430933867366,-0.45278754226525736,0.02181457210431028,0.11993407570500203,-0.15263291803323042
SHOP,20260327,120.0,120.5,7.6,9.25,17.0,0.0,,,,0.5863966746784133,0.5519196764084122,0.01956351331080615,0.13672006588215524,-0.1404327801060159,7.4,8.2,102.0,82.0,,,,0.5863966746784133,-0.4499190298379498,0.01969536290994684,0.1367214570366695,-0.12851852607605974
SHOP,20260717,120.0,120.5,18.85,20.0,1.0,0.0,,,,0.6059591628231386,0.59455138933933,0.00854677847835018,0.290801317647432,-0.06779307252380917,16.65,18.65,2.0,365.0,,,,0.6059591628231386,-0.4107046149174425,0.008735671515879354,0.29104551683602864,-0.056368299285100676
SHOP,20260918,120.0,120.5,21.5,24.75,7.0,0.0,,,,0.6124085901974456,0.6129065911648081,0.006925726054964366,0.34627588212822147,-0.05712482821176934,20.15,21.25,1.0,191.0,0.6072551911725736,0.6389902998692467,0.6231227455209102,0.6124085901974456,-0.39432571757691465,0.007136088998807369,0.34665701929665715,-0.04610311243569143
CVNA,20260320,330.0,328.49,22.85,24.85,12.0,0.0,0.6993317811472766,0.7450207323319716,0.7221762567396242,0.7130293777771952,0.5352432356674431,0.0067665123046322245,0.32847057241709265,-0.5281803274970898,23.5,24.55,34.0,4914.0,0.7058723976581576,0.736333237277445,0.7211028174678014,0.7130293777771952,-0.46611196191233123,0.006797994248854505,0.3284523726554234,-0.4954917230623934
CVNA,20260320,327.5,328.49,24.3,25.8,8.0,0.0,0.7077837216235776,0.7506168452692641,0.7292002834464208,0.717429803769605,0.5521479868718299,0.0066871094166861345,0.32701802769551236,-0.5295173183626005,22.6,23.6,10.0,22.0,0.717429803769605,0.7480241115579616,0.7327269576637833,0.717429803769605,-0.4490958205992587,0.0067174096582135485,0.3270426934898687,-0.49684144995187296
CVNA,20260327,330.0,328.49,25.0,27.45,3.0,0.0,0.667114628364556,0.7325882228647141,0.6998514256146351,0.7053420063396673,0.5413502098731197,0.005985243899072376,0.3743092540320312,-0.45805002108409454,25.15,27.7,0.0,24.0,0.688299048231621,0.7324016241646814,0.7103503361981511,0.7053420063396673,-0.4602726942265054,0.0060193425280291825,0.37430415501857794,-0.4254987235144938
CVNA,20260327,325.0,328.49,27.65,30.3,1.0,0.0,0.6729262660885059,0.7443836760489038,0.7086549710687049,0.715627044706309,0.5712797842131023,0.005818557673518407,0.3709637767156586,-0.46124885113804837,23.25,25.35,0.0,4.0,0.7009672377779713,0.7387167591300483,0.7198419984540099,0.715627044706309,-0.4319805374061894,0.005861147773706798,0.3708751594427717,-0.42864112426546797
CVNA,20260821,330.0,328.49,68.25,70.85,5.0,0.0,0.7315063098680042,0.7617099553828826,0.7466081326254435,0.7517335129204908,0.6145071885963096,0.002222555741417497,0.8766217301877788,-0.20045735386699448,64.05,66.2,1.0,287.0,0.7339258171611412,0.7544103376734703,0.7441680774173058,0.7517335129204908,-0.3904751057258972,0.002272817676798277,0.8777765377130464,-0.169959704981963
CVNA,20260918,330.0,328.49,72.9,75.55,0.0,0.0,0.7236466342092213,0.7540209142856994,0.7388337742474603,0.739012131969382,0.6216315333239144,0.00208874825250328,0.9378468309927968,-0.18303520303444998,67.75,71.15,0.0,29.0,0.7302788516081452,0.7622232150820393,0.7462510333450922,0.739012131969382,-0.38397485862529557,0.002143069091191891,0.9394064107919036,-0.15300440276942595
BKNG,20260327,4120.0,4121.69140625,174.0,204.3,0.0,,,,,0.3870536155316409,0.5240520607063119,0.0008761163820545692,4.691012627934015,-3.2499667514042585,175.5,202.9,0.0,,,,,0.3870536155316409,-0.47915103719140417,0.0008857135477055495,4.688521248778017,-2.842874037374969
TXN,20260320,212.5,213.39000000000001,7.8,9.2,0.0,0.0,0.3348027332298287,0.40068805741222535,0.367745395321027,0.3453236792160543,0.5443416469086033,0.02147503576562439,0.21248532259920871,-0.17194693628177316,6.5,7.35,77.0,9.0,0.33142029101228165,0.3714302146379292,0.3514252528251054,0.3453236792160543,-0.46079781907307804,0.0217239225196473,0.21242602023751544,-0.15073100123474426
TXN,20260320,215.0,213.39000000000001,6.6,7.35,4.0,0.0,0.334487306348866,0.36944841733883477,0.35196786184385037,0.34260029841701517,0.49049736932627136,0.02174047035484422,0.21454082570515975,-0.17107631656605182,7.7,8.45,1.0,50.0,0.32635502067408323,0.3613549539720617,0.34385498732307246,0.34260029841701517,-0.5152682616497907,0.02199700116268396,0.2142534879838376,-0.14983528487119724
TXN,20260327,215.0,213.39000000000001,7.6,8.55,1.0,0.0,0.33091248234451637,0.3697437588125039,0.35032812057851015,0.34831327165964693,0.5000698138509148,0.018741961164767364,0.24463326128434915,-0.153151755279187,8.45,9.7,0.0,6.0,0.3195969548358084,0.37075253543026726,0.3451747451330378,0.34831327165964693,-0.503787051757342,0.01898960980185863,0.24433720853106422,-0.1320490449093601
TXN,20260327,210.0,213.39000000000001,10.2,11.8,0.0,0.0,0.3341152160549339,0.4007667158828875,0.3674409659689107,0.35393765062041715,0.5921995331223618,0.01796918769076503,0.2400246495731846,-0.1545357364064479,6.3,7.35,5.0,123.0,0.3330626142764031,0.3768034589165816,0.35493303659649234,0.35393765062041715,-0.41054224591147115,0.01815554262347559,0.2400756105500399,-0.13350292337890757
TXN,20260918,210.0,213.39000000000001,24.45,25.15,1.0,,0.3490338880417459,0.3604536304023215,0.3547437592220337,0.3603969948956632,0.5925602349442213,0.006889317905475468,0.6132966943012725,-0.06382468414635056,19.55,20.2,7.0,,0.3503866694329171,0.3609430400943378,0.3556648547636274,0.3603969948956632,-0.4163894801142152,0.0069457177163547434,0.6155475354751019,-0.04416101204110845
CVX,20260320,182.5,183.52,5.7,5.95,45.0,0.0,0.27061238286044026,0.28157806337483543,0.27609522311763784,0.2768083422271583,0.559388775656137,0.030931609973149164,0.1824043113474323,-0.120697884629001,4.3,4.55,64.0,102.0,0.26835406184669375,0.28206289404269114,0.27520847794469244,0.2768083422271583,-0.44400111833708583,0.03131624547604263,0.1823850739194226,-0.10249293826136618
CVX,20260320,185.0,183.52,4.45,4.65,180.0,0.0,0.2692085091273332,0.28002350185949804,0.2746160054934156,0.27492437889343896,0.48081057893426593,0.03145713472538911,0.18489538998258492,-0.12004278881492159,5.55,5.75,117.0,1581.0,0.2640252153182992,0.2775764640345666,0.27080083967643287,0.27492437889343896,-0.523696650513025,0.03193542285007579,0.1844899168877685,-0.10187969893836613
CVX,20260327,185.0,183.52,5.15,5.4,25.0,0.0,0.2637023482813524,0.27792546274577673,0.27081390551356455,0.2755951102733989,0.49151314847319244,0.027512938755291535,0.21085585954419894,-0.10633048535394707,5.85,7.05,10.0,290.0,0.2509129496424961,0.30795362719891595,0.279433288420706,0.2755951102733989,-0.5134812640165402,0.028002911947604913,0.2104055855705358,-0.08823375648439047
CVX,20260327,180.0,183.52,7.6,8.25,6.0,0.0,0.25721416133916675,0.29020437482921163,0.27370926808418916,0.2800035511189215,0.6260515427047985,0.02576854642862696,0.1971844310292692,-0.10381474666952073,3.6,4.2,14.0,471.0,0.2566112560510038,0.2870102806344405,0.27181076834272216,0.2800035511189215,-0.3772566694287845,0.02610392850912944,0.1975515326934083,-0.08573489402282197
CVX,20260618,185.0,183.52,10.1,10.4,24.0,0.0,0.25724333105931363,0.26478789189354557,0.2610156114764296,0.25892802496577316,0.5260728458984617,0.01570680587882432,0.39756478989061605,-0.05382725090900031,11.1,11.35,101.0,1080.0,,,,0.25892802496577316,-0.49248567941377197,0.01551702181142273,0.3996921456246163,-0.03644695788108798
CVX,20260618,180.0,183.52,12.8,13.1,17.0,0.0,,,,0.2620963612086988,0.603327946021663,0.015104279416964185,0.389420390320371,-0.05433038105685384,8.7,8.95,77.0,2309.0,,,,0.2620963612086988,-0.41663545074609365,0.014967008650562429,0.39588702611677107,-0.037935471056393055
CVX,20260918,185.0,183.52,13.5,14.45,14.0,0.0,,,,0.2569558600481503,0.5385177445583106,0.011610381564918256,0.5353944184436763,-0.04185057251144997,14.25,14.9,6.0,133.0,,,,0.2569558600481503,-0.47557916427460023,0.011614711129926295,0.537631566604901,-0.02397129090529937
CVX,20260918,180.0,183.52,15.45,17.35,10.0,0.0,,,,0.2599383419481579,0.5958306424050719,0.011213057669286087,0.5236147817041932,-0.04192761903830089,11.95,12.25,38.0,1759.0,,,,0.2599383419481579,-0.41875997716774854,0.011235109975993562,0.5281905602577606,-0.024975161358442577
GE,20260320,342.5,342.0,10.8,11.3,46.0,0.0,0.3146488028178347,0.3336447488161854,0.32414677581701,0.3197508724906669,0.5152191023239102,0.014581592820208381,0.3421498070188651,-0.25694601872523215,10.85,11.7,5.0,1.0,0.3161229814547134,0.34097744731591506,0.32855021438531423,0.3197508724906669,-0.488168026631688,0.014713404843614919,0.3419568409216609,-0.22263096472212318
GE,20260320,340.0,342.0,12.1,12.45,23.0,0.0,0.31671657333425035,0.32848318914626135,0.32259988124025585,0.322522793580324,0.5512146328564763,0.014335011186346518,0.3399337605459394,-0.2587862203774147,9.7,10.35,22.0,433.0,0.31835828454796394,0.3374752508404629,0.3279167676942134,0.322522793580324,-0.45179611106432693,0.014451319209705207,0.33996723638773396,-0.22436064722185733
GE,20260327,340.0,342.0,13.7,15.25,4.0,0.0,0.3126735551919522,0.35264515376656314,0.33265935447925765,0.32324061088005845,0.5512097985409325,0.01252300687311869,0.38772155492008054,-0.22858378357551246,10.65,12.3,2.0,6.0,0.30620307329610497,0.3487595474073778,0.3274813103517414,0.32324061088005845,-0.45232853356584124,0.012680568848436088,0.38766203819634626,-0.19442264841241297
GE,20260327,345.0,342.0,11.0,12.35,80.0,0.0,0.30544547949321604,0.3398178715611278,0.3226316755271719,0.3171703492732351,0.487789595098249,0.01284493670147056,0.39271863120805506,-0.22524918881904554,12.6,14.2,1.0,9.0,0.28997009843561605,0.33077189273279967,0.3103709955842079,0.3171703492732351,-0.516679785421909,0.01303225784087117,0.3919988652806037,-0.190982269863202
GE,20260618,340.0,342.0,27.8,28.4,22.0,0.0,0.3242911264334765,0.332981594128351,0.32863636028091375,0.332981594128351,0.575939075743351,0.006194095541683742,0.7478723505407707,-0.1287959955929736,21.85,22.7,4.0,52.0,0.32470978600864825,0.3347366276655478,0.329723206837098,0.332981594128351,-0.4359282365157354,0.0064412663094163035,0.7478916813452514,-0.09546738130966048
GE,20260918,340.0,342.0,37.05,39.9,18.0,0.0,0.32261913905255374,0.35135878232384904,0.3369889606882014,0.3413527491327514,0.5924951626800937,0.0044771619098118685,0.9927030776397245,-0.09916189305108958,30.2,31.15,4.0,49.0,0.3356124998126131,0.34566235477875396,0.3406374272956835,0.3413527491327514,-0.420520102715681,0.004656269592460304,0.9947588431855614,-0.06962384861004978
UBER,20260320,72.5,72.58,2.87,3.0,237.0,0.0,0.3774492213784128,0.3953910580412836,0.38642013970984823,0.38294542764722106,0.5335894077707607,0.05718572020691345,0.07245587176473034,-0.06447502625577917,2.63,2.76,48.0,6124.0,0.3777345748754661,0.3956815522654452,0.3867080635704556,0.38294542764722106,-0.46902802283147726,0.05770916517780901,0.07243519595713588,-0.05726794224885179
UBER,20260320,73.0,72.58,2.6,2.74,23.0,0.0,0.37211370632561963,0.39133368088620935,0.3817236936059145,0.38047246995852524,0.5050595878799113,0.05756835710917504,0.07283725154256437,-0.06420554872965356,2.87,3.05,4033.0,92.0,0.37372633896675744,0.39845604102262144,0.38609118999468944,0.38047246995852524,-0.49781354999484584,0.05812734381343644,0.07278847703634428,-0.056990575875777605
UBER,20260327,73.0,72.58,2.87,3.15,0.0,0.0,0.3554629912923194,0.38916748027170056,0.37231523578201,0.37697641740372784,0.5094641242353778,0.05085822397255129,0.08304989595094536,-0.056102861219365696,3.1,3.5,4.0,161.0,0.3580839966351508,0.4062785040439357,0.3821812503395432,0.37697641740372784,-0.49395880446431983,0.05145602629445911,0.08298045551611244,-0.04892787984900515
UBER,20260327,72.0,72.58,3.15,3.75,1.0,0.0,0.32911054791553246,0.4021240545281762,0.3656173012218543,0.38056618667053976,0.562208548314827,0.04979980565751505,0.08218923781923326,-0.056328415779014485,2.67,3.15,6.0,823.0,0.36714636217019364,0.4255431005050227,0.39634473133760817,0.38056618667053976,-0.4405747407282691,0.05031323644190359,0.08219275209324106,-0.0491570230616829
UBER,20260821,72.5,72.58,8.35,9.7,1.0,0.0,0.3818646305629746,0.4502496468857481,0.41605713872436134,0.4097872380627236,0.5840774562031256,0.018851188374305747,0.19742892163586845,-0.02644374541671546,7.4,8.4,1.0,384.0,,,,0.4097872380627236,-0.4251064598472783,0.019567085110282455,0.19743364093070248,-0.019651003702532144
UBER,20260918,72.5,72.58,8.9,10.05,0.0,0.0,,,,0.40504152395015663,0.5896358028294095,0.01766394419655685,0.21174955351840552,-0.02446027566615072,7.65,8.95,0.0,75.0,,,,0.40504152395015663,-0.42151255963052225,0.018446932328434886,0.2117379225721301,-0.017750674848889147
KLAC,20260320,1560.0,1552.3400000000001,75.0,82.0,15.0,0.0,0.5020222942830641,0.5470809675558811,0.5245516309194727,0.5252294965654776,0.5134493749446943,0.0019530535906207554,1.5534750385150033,-1.8598570981930749,81.6,88.0,8.0,73.0,0.5060675778167129,0.5401956475930847,0.5231316127048988,0.5252294965654776,-0.4885157041769264,0.001966085686113325,1.5529226433424697,-1.705579607014002
KLAC,20260320,1540.0,1552.3400000000001,84.8,92.0,18.0,0.0,0.5034747220330987,0.550207009205365,0.5268408656192318,0.5282360156526783,0.5521475528679467,0.0019269450160974508,1.540694948277249,-1.8606775325390004,72.8,79.0,25.0,39.0,0.5088608323446586,0.5497506522265945,0.5293057422856265,0.5282360156526783,-0.44953913693456193,0.0019387488919844782,1.5407457322616125,-1.7068578783392496
KLAC,20260417,1550.0,1552.3400000000001,114.4,125.0,0.0,0.0,0.48037239322940495,0.5266422747424333,0.5035073339859191,0.5093145872626798,0.5485380369217677,0.0013503297645788466,2.290565658843775,-1.2246471413005366,108.0,116.6,0.0,0.0,0.48376401816441406,0.5213103492466329,0.5025371837055235,0.5093145872626798,-0.45469330553192133,0.0013660034851741489,2.2901710625627345,-1.073357347383208
KLAC,20260618,1560.0,1552.3400000000001,168.5,182.4,0.0,0.0,0.48429870304888045,0.5254380133751477,0.5048683582120141,0.5042629472605917,0.5606414050797216,0.000910689431421698,3.4025614899651373,-0.8361827638679813,164.5,176.8,0.0,3.0,0.484168164416891,0.520302088823904,0.5022351266203975,0.5042629472605917,-0.4437557533647975,0.0009238165914958269,3.403115154085441,-0.6811774326594389
KLAC,20260618,1540.0,1552.3400000000001,178.3,191.7,0.0,0.0,0.48614646054233024,0.5261563344730282,0.5061513975076792,0.5058515299888031,0.5788554466428235,0.0009001065720068289,3.373752366513685,-0.8341268610383565,155.2,166.0,0.0,8.0,0.48762934143021835,0.5202090259544795,0.5039191836923489,0.5058515299888031,-0.4252677090478135,0.0009124454737342862,3.375684137191996,-0.6805974142349385
KLAC,20260918,1550.0,1552.3400000000001,236.2,248.8,0.0,0.0,0.4864230397801838,0.5144336176337554,0.5004283287069696,0.5062795807971895,0.594378723629076,0.000661776294526003,4.495195296878478,-0.6271688626553953,209.8,223.0,0.0,0.0,0.48468538033280384,0.5140089771318993,0.49934717873235157,0.5062795807971895,-0.4130008287426796,0.0006820301610869533,4.498384412576399,-0.4819896228715095
ASTS,20260320,85.0,85.03,10.3,10.7,58.0,0.0,1.194071684549807,1.2713649861224152,1.232718335336111,1.2073156165323935,0.5652204923245572,0.015315718110235587,0.08412088828360531,-0.22604080827373352,10.2,10.4,77.0,1676.0,1.1790631253209025,1.220651283123952,1.1998572042224271,1.2073156165323935,-0.4355396267323202,0.015359205193934185,0.08413098685597653,-0.21762267860817275
ASTS,20260320,86.0,85.03,9.85,10.6,1.0,0.0,1.1897222102079241,1.2783673935700557,1.2340448018889898,1.2073396074366352,0.5497496809993156,0.015369787455332608,0.08462242975545209,-0.2272664019988202,10.35,10.95,10.0,1.0,1.169038692219663,1.2399073217698764,1.2044730069947698,1.2073396074366352,-0.451047938538676,0.015414104183384056,0.08462927306333512,-0.21878089083210384
ASTS,20260327,85.0,85.03,11.0,12.6,5.0,0.0,1.1162564335192628,1.2835022917750358,1.1998793626471493,1.1714184101615026,0.5720126194369312,0.013788830074956326,0.09571643416458286,-0.19166094226080155,10.3,11.6,6.0,3075.0,1.0831584567703643,1.2188611372947382,1.1510097970325512,1.1714184101615026,-0.42966623530445286,0.013853791572895572,0.09570589640389571,-0.18323224943588912
ASTS,20260327,86.0,85.03,10.15,12.15,0.0,0.0,1.0706272765504168,1.278282653775824,1.1744549651631204,1.1701438792311751,0.5584251372167807,0.013851737079277377,0.09630667075025023,-0.192533127711906,10.85,12.55,0.0,40.0,1.0793414640324899,1.2557947041037911,1.1675680840681406,1.1701438792311751,-0.4425521693318527,0.013902003004448132,0.09631958742987834,-0.18409281074466222
ASTS,20260821,85.0,85.03,23.25,25.85,1.0,0.0,0.9727620825338569,1.0911234355613346,1.0319427590475958,1.0293178043164017,0.6506622464133051,0.006065359473394726,0.21960018958267113,-0.06724095615605918,21.4,23.45,5.0,105.0,,,,1.0293178043164017,-0.3532041971131045,0.006181213083818515,0.22000149541543124,-0.05948845743797193
ASTS,20260918,85.0,85.03,24.75,27.4,10.0,0.0,,,,1.0131188895838612,0.6592658596161374,0.005672423150046567,0.2340651888967784,-0.06112288169117619,22.35,25.05,0.0,27.0,,,,1.0131188895838612,-0.34509950415973806,0.005798463556847703,0.23458882559303262,-0.05350625464817682
PANW,20260320,143.0,143.06,6.2,6.5,29.0,0.0,,,,0.4181129519497628,0.5320037719296087,0.02659317648691017,0.14286943535818963,-0.13803305483389305,5.6,6.15,22.0,85.0,,,,0.4181129519497628,-0.46628938948451554,0.02702676754895396,0.14288988374422296,-0.12251572453455584
PANW,20260320,144.0,143.06,5.55,6.05,9.0,0.0,,,,0.41637583719924803,0.5055711743463414,0.026683577108874226,0.14358844688465133,-0.13779107873232466,6.05,6.65,26.0,108.0,,,,0.41637583719924803,-0.4970158662526067,0.026917144997839624,0.14350513304497614,-0.12356750407949146
PANW,20260327,145.0,143.06,5.9,6.85,13.0,0.0,,,,0.41148299127277344,0.4891421801918336,0.02363544208247408,0.16456716996363419,-0.12016563763839283,7.15,8.15,2.0,364.0,,,,0.41148299127277344,-0.5141676543409031,0.023902697581474376,0.16436123401036795,-0.10593568887783622
PANW,20260821,145.0,143.06,16.7,18.4,5.0,0.0,,,,0.4256415885610616,0.5660685540665648,0.009296322499645921,0.3929574082701208,-0.05409150037156962,16.3,17.4,6.0,169.0,,,,0.4256415885610616,-0.44349464613012046,0.009655598997287851,0.3924361050596481,-0.04057966857408246
PANW,20260918,145.0,143.06,18.15,19.4,8.0,0.0,,,,0.42100080878626234,0.5730807029635764,0.008688326840087135,0.421427501246626,-0.050110625656209606,17.0,18.25,1.0,1289.0,0.4072154367983146,0.436905398504261,0.4220604176512878,0.42100080878626234,-0.437503150997183,0.009066455189551638,0.42093593436364074,-0.03678191331610492
INTU,20260320,367.5,367.68,22.9,27.5,1.0,0.0,0.5953705828579033,0.7207666011270967,0.6580685919925,0.6535803113001839,0.5393004709634955,0.006611461881568076,0.3664730916999197,-0.5420765084196155,21.5,25.1,0.0,1.0,0.6074235690730616,0.7055577946443563,0.656490681858709,0.6535803113001839,-0.4621626374964967,0.006645081463428248,0.3664499974255797,-0.5056120047379515
